83,HUESO CARNUDO CERDO,2,1,102,2.94,12.0,35.28,35.28
3,BISTEC RES,1,3,101,0.12,192.0,23.04,23.04
23,DESHEBRAR RES,1,3,101,0.23,189.0,43.47,43.47
17,CHULETA RES,1,3,105,0.12,205.0,24.6,24.6
23,DESHEBRAR RES,1,3,102,0.12,189.0,22.68,22.68
3,BISTEC RES,1,2,105,0.11,192.0,21.12,21.12
1,HUEVO,5,2,105,0.19,38.0,7.22,7.22
1,HUEVO,5,2,112,0.19,38.0,7.22,7.22
6,COCIDO SURTIDO,1,3,107,0.12,149.0,17.88,17.88
23,DESHEBRAR RES,1,2,105,0.83,189.0,156.87,156.87
107,HUESO RES,1,3,105,0.41,15.0,6.15,6.15
75,MANITAS DE CERDO,2,3,107,0.78,35.0,27.3,27.3
18,PEINECILLO,1,1,103,3.07,195.0,598.65,598.65
18,PEINECILLO,1,1,106,3.07,195.0,598.65,598.65
71,CHORIZO,2,1,106,2.05,122.0,250.1,250.1
18,PEINECILLO,1,1,106,1.22,195.0,237.9,237.9
54,TENDER,3,2,105,0.52,158.0,82.16,82.16
3,BISTEC RES,1,1,106,1.0,192.0,192.0,192.0
74,CABEZA DE CERDO,2,3,107,1.99,32.0,63.68,63.68
67,CHAMORRO,2,3,107,1.21,68.0,82.28,82.28
42,PECHUGA CON HUESO,3,1,103,0.93,138.0,128.34,128.34
66,ESPINAZO,2,3,107,1.09,71.0,77.39,77.39
83,HUESO CARNUDO CERDO,2,3,107,1.01,12.0,12.12,12.12
42,PECHUGA CON HUESO,3,1,103,0.32,138.0,44.16,44.16
78,LENGUA DE CERDO,2,3,107,1.17,89.0,104.13,104.13
44,PECHUGA SIN HUESO,3,2,103,0.98,175.0,171.5,171.5
4,MOLIDA ESP,1,1,103,0.33,192.0,63.36,63.36
18,PEINECILLO,1,3,105,0.61,195.0,118.95,118.95
65,FREIR,2,1,103,0.4,112.0,44.8,44.8
43,PIERNA Y MUSLO,3,2,105,2.15,60.0,129.0,129.0
3,BISTEC RES,1,3,102,0.09,192.0,17.28,17.28
66,ESPINAZO,2,2,105,6.04,71.0,428.84,428.84
75,MANITAS DE CERDO,2,2,105,6.39,35.0,223.65,223.65
4,MOLIDA ESP,1,3,107,0.51,192.0,97.92,97.92
3,BISTEC RES,1,3,107,0.52,192.0,99.84,99.84
43,PIERNA Y MUSLO,3,3,107,2.1,60.0,126.0,126.0
28,BISTEC REBANADO,1,2,102,4.01,135.0,541.35,541.35
16,ARRACHERA MARINADA,1,2,107,0.74,205.0,151.7,151.7
3,BISTEC RES,1,3,106,1.0,192.0,192.0,192.0
28,BISTEC REBANADO,1,1,106,0.74,135.0,99.9,99.9
96,CHICHARRON PRENSADO,2,1,106,1.5,170.0,255.0,255.0
81,BISTEC DE CERDO,2,3,102,1.03,117.0,120.51,120.51
14,MOLIDA MIXTA,2,1,102,0.75,148.0,111.0,111.0
18,PEINECILLO,1,1,102,0.8,195.0,156.0,156.0
28,BISTEC REBANADO,1,2,107,1.01,135.0,136.35,136.35
69,CHULETA AHUMADA,2,1,102,0.53,127.0,67.31,67.31
44,PECHUGA SIN HUESO,3,3,102,1.17,175.0,204.75,204.75
46,ALITAS POLLO,3,2,107,3.13,100.0,313.0,313.0
43,PIERNA Y MUSLO,3,2,107,2.13,60.0,127.8,127.8
28,BISTEC REBANADO,1,2,107,1.0,135.0,135.0,135.0
3,BISTEC RES,1,3,102,0.38,192.0,72.96,72.96
71,CHORIZO,2,1,102,0.48,122.0,58.56,58.56
46,ALITAS POLLO,3,2,105,1.32,100.0,132.0,132.0
69,CHULETA AHUMADA,2,2,107,0.39,127.0,49.53,49.53
65,FREIR,2,3,107,0.58,112.0,64.96,64.96
102,FILETE TILAPIA,4,2,104,5.01,128.0,641.28,641.28
3,BISTEC RES,1,3,106,3.01,192.0,577.92,577.92
18,PEINECILLO,1,1,106,0.66,195.0,128.7,128.7
69,CHULETA AHUMADA,2,2,103,0.66,127.0,83.82,83.82
28,BISTEC REBANADO,1,1,106,0.75,135.0,101.25,101.25
70,TOCINO,2,1,106,0.22,175.0,38.5,38.5
28,BISTEC REBANADO,1,1,109,2.02,135.0,272.7,272.7
3,BISTEC RES,1,1,106,0.21,192.0,40.32,40.32
69,CHULETA AHUMADA,2,1,109,0.98,127.0,124.46,124.46
18,PEINECILLO,1,1,106,0.18,195.0,35.1,35.1
71,CHORIZO,2,1,106,0.23,122.0,28.06,28.06
19,PICAÑA,1,3,102,2.99,195.0,583.05,583.05
45,MILANESA POLLO,3,1,109,0.42,175.0,73.5,73.5
14,MOLIDA MIXTA,2,2,103,0.68,148.0,100.64,100.64
70,TOCINO,2,1,106,0.17,175.0,29.75,29.75
14,MOLIDA MIXTA,2,1,103,0.53,148.0,78.44,78.44
70,TOCINO,2,1,106,0.11,175.0,19.25,19.25
71,CHORIZO,2,2,103,0.25,122.0,30.5,30.5
71,CHORIZO,2,1,106,0.28,122.0,34.16,34.16
97,PANELA,5,2,105,0.24,125.0,30.0,30.0
77,ADOBADA,2,1,103,0.52,121.0,62.92,62.92
5,COCIDO PURA CARNE,1,1,106,1.45,189.0,274.05,274.05
3,BISTEC RES,1,1,103,0.52,192.0,99.84,99.84
28,BISTEC REBANADO,1,1,106,1.02,135.0,137.7,137.7
14,MOLIDA MIXTA,2,1,106,1.03,148.0,152.44,152.44
28,BISTEC REBANADO,1,3,102,1.52,135.0,205.2,205.2
28,BISTEC REBANADO,1,3,102,0.51,135.0,68.85,68.85
23,DESHEBRAR RES,1,3,102,1.07,189.0,202.23,202.23
45,MILANESA POLLO,3,3,102,0.53,175.0,92.75,92.75
7,BIRRIA,1,3,102,2.04,149.0,303.96,303.96
42,PECHUGA CON HUESO,3,1,103,0.74,138.0,102.12,102.12
4,MOLIDA ESP,1,1,106,1.2,192.0,230.4,230.4
63,PIERNA DE CERDO,2,1,103,0.54,112.0,60.48,60.48
96,CHICHARRON PRENSADO,2,1,103,2.0,170.0,340.0,340.0
28,BISTEC REBANADO,1,1,103,0.36,135.0,48.6,48.6
44,PECHUGA SIN HUESO,3,2,105,15.05,175.0,2633.75,2633.75
3,BISTEC RES,1,3,102,2.02,192.0,387.84,387.84
6,COCIDO SURTIDO,1,1,106,1.05,149.0,156.45,156.45
5,COCIDO PURA CARNE,1,1,106,0.17,189.0,32.13,32.13
14,MOLIDA MIXTA,2,1,106,0.32,148.0,47.36,47.36
28,BISTEC REBANADO,1,2,105,0.98,135.0,132.3,132.3
6,COCIDO SURTIDO,1,1,106,0.49,149.0,73.01,73.01
58,PIERNA POLLO,3,1,106,0.22,82.0,18.04,18.04
3,BISTEC RES,1,3,102,1.06,192.0,203.52,203.52
4,MOLIDA ESP,1,2,105,0.25,192.0,48.0,48.0
28,BISTEC REBANADO,1,1,106,0.52,135.0,70.2,70.2
70,TOCINO,2,1,106,0.13,175.0,22.75,22.75
70,TOCINO,2,1,106,0.24,175.0,42.0,42.0
45,MILANESA POLLO,3,2,105,0.17,175.0,29.75,29.75
71,CHORIZO,2,1,106,0.24,122.0,29.28,29.28
21,HAMBURGUESA RES,1,3,107,0.39,140.0,54.6,54.6
74,CABEZA DE CERDO,2,1,106,2.24,32.0,71.68,71.68
1,HUEVO,5,2,101,0.36,38.0,13.68,13.68
63,PIERNA DE CERDO,2,1,106,0.79,112.0,88.48,88.48
54,TENDER,3,3,107,0.47,158.0,74.26,74.26
67,CHAMORRO,2,1,106,2.23,68.0,151.64,151.64
16,ARRACHERA MARINADA,1,3,107,0.29,205.0,59.45,59.45
70,TOCINO,2,3,107,0.11,175.0,19.25,19.25
69,CHULETA AHUMADA,2,3,107,0.22,127.0,27.94,27.94
71,CHORIZO,2,3,107,0.13,122.0,15.86,15.86
3,BISTEC RES,1,1,106,0.09,192.0,17.28,17.28
41,POLLO CANAL,3,2,105,2.53,73.0,184.69,184.69
96,CHICHARRON PRENSADO,2,3,107,0.36,170.0,61.2,61.2
41,POLLO CANAL,3,2,105,2.58,73.0,188.34,188.34
1,HUEVO,5,1,106,0.59,38.0,22.42,22.42
71,CHORIZO,2,3,107,1.01,122.0,123.22,123.22
1,HUEVO,5,2,112,0.59,38.0,22.42,22.42
6,COCIDO SURTIDO,1,1,106,0.69,149.0,102.81,102.81
41,POLLO CANAL,3,2,105,2.55,73.0,186.15,186.15
45,MILANESA POLLO,3,3,107,0.2,175.0,35.0,35.0
14,MOLIDA MIXTA,2,1,106,0.53,148.0,78.44,78.44
74,CABEZA DE CERDO,2,3,107,2.18,32.0,69.76,69.76
66,ESPINAZO,2,3,107,1.08,71.0,76.68,76.68
63,PIERNA DE CERDO,2,3,107,1.02,112.0,114.24,114.24
83,HUESO CARNUDO CERDO,2,3,107,1.1,12.0,13.2,13.2
63,PIERNA DE CERDO,2,1,106,1.53,112.0,171.36,171.36
75,MANITAS DE CERDO,2,3,107,0.82,35.0,28.7,28.7
76,CHICHARRON,2,1,106,0.33,295.0,97.35,97.35
65,FREIR,2,1,106,1.1,112.0,123.2,123.2
28,BISTEC REBANADO,1,3,107,0.59,135.0,79.65,79.65
68,LOMO,2,3,107,0.68,119.0,80.92,80.92
45,MILANESA POLLO,3,2,105,1.12,175.0,196.0,196.0
28,BISTEC REBANADO,1,1,106,1.0,135.0,135.0,135.0
28,BISTEC REBANADO,1,1,106,1.03,135.0,139.05,139.05
70,TOCINO,2,3,107,0.26,175.0,45.5,45.5
4,MOLIDA ESP,1,2,105,0.26,192.0,49.92,49.92
28,BISTEC REBANADO,1,3,107,0.54,135.0,72.9,72.9
65,FREIR,2,2,105,0.48,112.0,53.76,53.76
66,ESPINAZO,2,3,107,1.05,71.0,74.55,74.55
68,LOMO,2,1,106,0.99,119.0,117.81,117.81
65,FREIR,2,3,107,1.55,112.0,173.6,173.6
71,CHORIZO,2,2,105,0.52,122.0,63.44,63.44
6,COCIDO SURTIDO,1,1,106,1.01,149.0,150.49,150.49
5,COCIDO PURA CARNE,1,1,106,1.07,189.0,202.23,202.23
28,BISTEC REBANADO,1,3,107,1.0,135.0,135.0,135.0
29,MENUDO,1,3,103,1.52,85.0,129.2,129.2
67,CHAMORRO,2,2,105,0.93,68.0,63.24,63.24
65,FREIR,2,3,107,0.77,112.0,86.24,86.24
28,BISTEC REBANADO,1,1,106,0.5,135.0,67.5,67.5
77,ADOBADA,2,2,105,1.22,121.0,147.62,147.62
68,LOMO,2,3,107,0.53,119.0,63.07,63.07
45,MILANESA POLLO,3,1,106,0.58,175.0,101.5,101.5
43,PIERNA Y MUSLO,3,3,107,2.18,60.0,130.8,130.8
71,CHORIZO,2,1,106,0.32,122.0,39.04,39.04
41,POLLO CANAL,3,2,105,2.54,73.0,185.42,185.42
65,FREIR,2,1,106,1.03,112.0,115.36,115.36
25,COSTILLA RES MARINADA,1,1,106,0.93,160.0,148.8,148.8
6,COCIDO SURTIDO,1,3,107,1.05,149.0,156.45,156.45
14,MOLIDA MIXTA,2,3,107,0.5,148.0,74.0,74.0
70,TOCINO,2,3,107,0.15,175.0,26.25,26.25
68,LOMO,2,1,106,0.74,119.0,88.06,88.06
28,BISTEC REBANADO,1,1,106,0.52,135.0,70.2,70.2
28,BISTEC REBANADO,1,2,105,0.51,135.0,68.85,68.85
65,FREIR,2,3,107,0.52,112.0,58.24,58.24
6,COCIDO SURTIDO,1,1,106,0.51,149.0,75.99,75.99
71,CHORIZO,2,2,112,1.04,122.0,126.88,126.88
28,BISTEC REBANADO,1,3,107,0.38,135.0,51.3,51.3
71,CHORIZO,2,2,112,1.55,122.0,189.1,189.1
70,TOCINO,2,3,107,0.18,175.0,31.5,31.5
68,LOMO,2,1,106,0.38,119.0,45.22,45.22
3,BISTEC RES,1,2,105,0.54,192.0,103.68,103.68
54,TENDER,3,1,106,0.5,158.0,79.0,79.0
65,FREIR,2,3,107,0.89,112.0,99.68,99.68
45,MILANESA POLLO,3,2,105,0.38,175.0,66.5,66.5
69,CHULETA AHUMADA,2,2,105,0.38,127.0,48.26,48.26
45,MILANESA POLLO,3,1,106,0.8,175.0,140.0,140.0
57,ALITAS ADOBADAS,3,2,105,0.49,110.0,53.9,53.9
28,BISTEC REBANADO,1,3,107,0.53,135.0,71.55,71.55
71,CHORIZO,2,3,107,0.11,122.0,13.42,13.42
253,MEDALLON DE ATUN,4,3,107,0.23,220.0,50.6,50.6
42,PECHUGA CON HUESO,3,1,106,0.59,138.0,81.42,81.42
66,ESPINAZO,2,3,107,1.05,71.0,74.55,74.55
63,PIERNA DE CERDO,2,3,107,0.56,112.0,62.72,62.72
77,ADOBADA,2,1,106,0.55,121.0,66.55,66.55
3,BISTEC RES,1,2,105,0.53,192.0,101.76,101.76
83,HUESO CARNUDO CERDO,2,3,107,0.38,12.0,4.56,4.56
65,FREIR,2,1,106,0.76,112.0,85.12,85.12
634,DEDOS DE QUESO,3,1,106,0.28,225.0,63.0,63.0
18,PEINECILLO,1,2,105,0.55,195.0,107.25,107.25
67,CHAMORRO,2,3,107,0.9,68.0,61.2,61.2
3,BISTEC RES,1,1,106,0.4,192.0,76.8,76.8
73,MOLIDA CERDO,2,3,107,0.5,117.0,58.5,58.5
45,MILANESA POLLO,3,1,106,0.22,175.0,38.5,38.5
28,BISTEC REBANADO,1,3,107,0.74,135.0,99.9,99.9
77,ADOBADA,2,3,107,0.82,121.0,99.22,99.22
64,COSTILLA DE CERDO,2,2,105,3.1,112.0,347.2,347.2
42,PECHUGA CON HUESO,3,3,110,0.18,138.0,24.84,24.84
42,PECHUGA CON HUESO,3,3,110,0.18,138.0,24.84,24.84
42,PECHUGA CON HUESO,3,3,109,0.18,138.0,24.84,24.84
42,PECHUGA CON HUESO,3,3,109,0.18,138.0,24.84,24.84
96,CHICHARRON PRENSADO,2,2,105,0.5,170.0,85.0,85.0
5,COCIDO PURA CARNE,1,2,105,0.5,189.0,94.5,94.5
29,MENUDO,1,3,102,3.88,85.0,329.8,329.8
5,COCIDO PURA CARNE,1,2,105,0.72,189.0,136.08,136.08
14,MOLIDA MIXTA,2,1,102,0.76,148.0,112.48,112.48
43,PIERNA Y MUSLO,3,2,102,2.31,60.0,138.6,138.6
14,MOLIDA MIXTA,2,2,105,0.53,148.0,78.44,78.44
65,FREIR,2,2,105,0.52,112.0,58.24,58.24
69,CHULETA AHUMADA,2,2,105,0.46,127.0,58.42,58.42
28,BISTEC REBANADO,1,2,105,0.53,135.0,71.55,71.55
65,FREIR,2,1,106,1.0,112.0,112.0,112.0
3,BISTEC RES,1,2,105,0.53,192.0,101.76,101.76
70,TOCINO,2,1,106,0.11,175.0,19.25,19.25
77,ADOBADA,2,2,105,0.62,121.0,75.02,75.02
96,CHICHARRON PRENSADO,2,2,105,0.25,170.0,42.5,42.5
4,MOLIDA ESP,1,1,106,0.49,192.0,94.08,94.08
65,FREIR,2,3,102,0.76,112.0,85.12,85.12
28,BISTEC REBANADO,1,2,105,2.0,135.0,270.0,270.0
82,CHICHARRON DESHIDRATADO,2,1,106,1.0,30.0,30.0,30.0
3,BISTEC RES,1,3,102,0.84,192.0,161.28,161.28
45,MILANESA POLLO,3,1,106,0.79,175.0,138.25,138.25
76,CHICHARRON,2,2,107,0.25,295.0,73.75,73.75
45,MILANESA POLLO,3,1,106,0.96,175.0,168.0,168.0
70,TOCINO,2,2,112,0.35,175.0,61.25,61.25
71,CHORIZO,2,1,106,0.8,122.0,97.6,97.6
45,MILANESA POLLO,3,1,103,0.53,175.0,92.75,92.75
54,TENDER,3,1,103,0.79,158.0,124.82,124.82
11,CHAMBARETE,1,2,105,1.15,149.0,171.35,171.35
45,MILANESA POLLO,3,1,102,0.31,175.0,54.25,54.25
3,BISTEC RES,1,3,107,2.05,192.0,393.6,393.6
3,BISTEC RES,1,1,102,0.13,192.0,24.96,24.96
58,PIERNA POLLO,3,1,102,0.18,82.0,14.76,14.76
94,PANELA MATY,5,2,105,0.52,165.0,85.8,85.8
14,MOLIDA MIXTA,2,3,102,1.0,148.0,148.0,148.0
3,BISTEC RES,1,1,106,0.48,192.0,92.16,92.16
65,FREIR,2,3,107,1.44,112.0,161.28,161.28
14,MOLIDA MIXTA,2,1,106,0.65,148.0,96.2,96.2
44,PECHUGA SIN HUESO,3,2,105,1.0,175.0,175.0,175.0
14,MOLIDA MIXTA,2,3,107,0.29,148.0,42.92,42.92
12,ARRACHERA NATURAL,1,3,106,0.96,205.0,196.8,196.8
6,COCIDO SURTIDO,1,1,106,1.01,149.0,150.49,150.49
42,PECHUGA CON HUESO,3,2,105,0.51,138.0,70.38,70.38
6,COCIDO SURTIDO,1,3,107,2.03,149.0,302.47,302.47
18,PEINECILLO,1,1,106,0.76,195.0,148.2,148.2
3,BISTEC RES,1,3,102,1.49,192.0,286.08,286.08
6,COCIDO SURTIDO,1,3,107,0.55,149.0,81.95,81.95
54,TENDER,3,1,106,0.68,158.0,107.44,107.44
3,BISTEC RES,1,2,105,0.57,192.0,109.44,109.44
42,PECHUGA CON HUESO,3,3,102,0.95,138.0,131.1,131.1
71,CHORIZO,2,1,106,0.41,122.0,50.02,50.02
5,COCIDO PURA CARNE,1,3,107,0.58,189.0,109.62,109.62
68,LOMO,2,3,102,0.53,119.0,63.07,63.07
66,ESPINAZO,2,1,106,5.11,71.0,362.81,362.81
68,LOMO,2,2,103,1.01,119.0,120.19,120.19
78,LENGUA DE CERDO,2,1,106,1.13,89.0,100.57,100.57
63,PIERNA DE CERDO,2,1,106,4.14,112.0,463.68,463.68
65,FREIR,2,2,103,0.74,112.0,82.88,82.88
43,PIERNA Y MUSLO,3,3,107,2.22,60.0,133.2,133.2
70,TOCINO,2,2,103,0.5,175.0,87.5,87.5
14,MOLIDA MIXTA,2,3,102,0.47,148.0,69.56,69.56
28,BISTEC REBANADO,1,3,102,0.52,135.0,70.2,70.2
83,HUESO CARNUDO CERDO,2,1,106,2.1,12.0,25.2,25.2
43,PIERNA Y MUSLO,3,3,107,2.25,60.0,135.0,135.0
28,BISTEC REBANADO,1,1,106,1.0,135.0,135.0,135.0
45,MILANESA POLLO,3,2,103,0.55,175.0,96.25,96.25
71,CHORIZO,2,1,103,0.49,122.0,59.78,59.78
59,PALOMITAS DE POLLO,3,3,107,0.59,95.0,56.05,56.05
3,BISTEC RES,1,3,102,0.54,192.0,103.68,103.68
69,CHULETA AHUMADA,2,3,107,0.47,127.0,59.69,59.69
28,BISTEC REBANADO,1,1,106,0.74,135.0,99.9,99.9
28,BISTEC REBANADO,1,1,103,1.53,135.0,206.55,206.55
70,TOCINO,2,2,103,0.18,175.0,31.5,31.5
70,TOCINO,2,2,103,0.26,175.0,45.5,45.5
45,MILANESA POLLO,3,3,102,0.6,175.0,105.0,105.0
18,PEINECILLO,1,1,106,0.39,195.0,76.05,76.05
29,MENUDO,1,3,107,3.19,85.0,271.15,271.15
65,FREIR,2,1,103,1.03,112.0,115.36,115.36
28,BISTEC REBANADO,1,3,107,1.01,135.0,136.35,136.35
59,PALOMITAS DE POLLO,3,3,102,0.52,95.0,49.4,49.4
29,MENUDO,1,1,106,5.55,85.0,471.75,471.75
96,CHICHARRON PRENSADO,2,3,107,0.52,170.0,88.4,88.4
71,CHORIZO,2,3,107,0.5,122.0,61.0,61.0
81,BISTEC DE CERDO,2,2,104,3.0,117.0,351.0,351.0
102,FILETE TILAPIA,4,3,107,0.47,128.0,60.16,60.16
8,LABIO RES,1,1,106,1.59,190.0,302.1,302.1
102,FILETE TILAPIA,4,3,102,0.67,128.0,85.76,85.76
3,BISTEC RES,1,2,103,0.5,192.0,96.0,96.0
28,BISTEC REBANADO,1,3,107,0.5,135.0,67.5,67.5
81,BISTEC DE CERDO,2,3,102,0.54,117.0,63.18,63.18
65,FREIR,2,1,103,0.52,112.0,58.24,58.24
3,BISTEC RES,1,3,107,0.3,192.0,57.6,57.6
18,PEINECILLO,1,1,106,0.59,195.0,115.05,115.05
3,BISTEC RES,1,3,107,0.3,192.0,57.6,57.6
28,BISTEC REBANADO,1,1,106,0.37,135.0,49.95,49.95
26,COSTILLA RES NATURAL,1,3,102,0.8,149.0,119.2,119.2
3,BISTEC RES,1,3,107,0.6,192.0,115.2,115.2
44,PECHUGA SIN HUESO,3,3,106,0.8,175.0,140.0,140.0
44,PECHUGA SIN HUESO,3,3,102,0.8,175.0,140.0,140.0
71,CHORIZO,2,3,107,0.51,122.0,62.22,62.22
3,BISTEC RES,1,1,103,1.0,192.0,192.0,192.0
28,BISTEC REBANADO,1,3,107,0.74,135.0,99.9,99.9
14,MOLIDA MIXTA,2,1,102,0.75,148.0,111.0,111.0
3,BISTEC RES,1,2,105,4.01,192.0,769.92,769.92
28,BISTEC REBANADO,1,3,102,0.74,135.0,99.9,99.9
3,BISTEC RES,1,3,107,0.69,192.0,132.48,132.48
70,TOCINO,2,3,102,0.12,175.0,21.0,21.0
67,CHAMORRO,2,1,106,6.29,68.0,427.72,427.72
41,POLLO CANAL,3,3,107,2.56,73.0,186.88,186.88
20,BANDERA RES,1,2,105,5.1,139.0,708.9,708.9
71,CHORIZO,2,1,102,0.51,122.0,62.22,62.22
18,PEINECILLO,1,1,106,0.14,195.0,27.3,27.3
63,PIERNA DE CERDO,2,3,102,0.85,112.0,95.2,95.2
41,POLLO CANAL,3,2,102,1.32,73.0,96.36,96.36
63,PIERNA DE CERDO,2,1,106,2.05,112.0,229.6,229.6
23,DESHEBRAR RES,1,3,107,0.52,189.0,98.28,98.28
7,BIRRIA,1,3,107,1.06,149.0,157.94,157.94
18,PEINECILLO,1,2,105,0.52,195.0,101.4,101.4
41,POLLO CANAL,3,2,105,1.26,73.0,91.98,91.98
63,PIERNA DE CERDO,2,3,107,0.54,112.0,60.48,60.48
90,Q MESA,5,2,105,0.18,143.0,25.74,25.74
74,CABEZA DE CERDO,2,3,107,2.38,32.0,76.16,76.16
14,MOLIDA MIXTA,2,2,105,0.51,148.0,75.48,75.48
45,MILANESA POLLO,3,3,102,0.47,175.0,82.25,82.25
43,PIERNA Y MUSLO,3,1,106,2.15,60.0,129.0,129.0
96,CHICHARRON PRENSADO,2,2,104,1.0,170.0,170.0,170.0
48,HAMBURGUESA POLLO,3,3,107,1.08,98.0,105.84,105.84
77,ADOBADA,2,2,104,0.52,121.0,62.92,62.92
65,FREIR,2,3,102,0.5,112.0,56.0,56.0
14,MOLIDA MIXTA,2,2,104,0.52,148.0,76.96,76.96
71,CHORIZO,2,1,102,0.2,122.0,24.4,24.4
43,PIERNA Y MUSLO,3,3,107,2.58,60.0,154.8,154.8
65,FREIR,2,1,106,0.78,112.0,87.36,87.36
28,BISTEC REBANADO,1,3,102,0.26,135.0,35.1,35.1
43,PIERNA Y MUSLO,3,2,104,2.24,60.0,134.4,134.4
20,BANDERA RES,1,1,106,3.46,139.0,480.94,480.94
14,MOLIDA MIXTA,2,1,104,0.99,148.0,146.52,146.52
58,PIERNA POLLO,3,2,104,2.05,82.0,168.1,168.1
6,COCIDO SURTIDO,1,3,107,1.66,149.0,247.34,247.34
112,FILETE RES,1,3,102,0.42,250.0,105.0,105.0
43,PIERNA Y MUSLO,3,1,106,2.02,60.0,121.2,121.2
28,BISTEC REBANADO,1,2,112,4.29,135.0,579.15,579.15
45,MILANESA POLLO,3,2,105,1.05,175.0,183.75,183.75
1,HUEVO,5,2,105,2.04,38.0,77.52,77.52
28,BISTEC REBANADO,1,1,112,3.1,135.0,418.5,418.5
8,LABIO RES,1,1,112,7.1,190.0,1349.0,1349.0
43,PIERNA Y MUSLO,3,1,106,2.22,60.0,133.2,133.2
3,BISTEC RES,1,2,104,0.74,192.0,142.08,142.08
28,BISTEC REBANADO,1,2,105,1.5,135.0,202.5,202.5
63,PIERNA DE CERDO,2,2,105,0.48,112.0,53.76,53.76
4,MOLIDA ESP,1,1,104,0.99,192.0,190.08,190.08
29,MENUDO,1,2,105,2.4,85.0,204.0,204.0
4,MOLIDA ESP,1,3,102,1.01,192.0,193.92,193.92
70,TOCINO,2,2,104,0.13,175.0,22.75,22.75
28,BISTEC REBANADO,1,3,102,0.5,135.0,67.5,67.5
63,PIERNA DE CERDO,2,1,106,2.5,112.0,280.0,280.0
4,MOLIDA ESP,1,1,106,0.25,192.0,48.0,48.0
3,BISTEC RES,1,2,104,0.99,192.0,190.08,190.08
18,PEINECILLO,1,2,105,1.49,195.0,290.55,290.55
14,MOLIDA MIXTA,2,1,104,1.0,148.0,148.0,148.0
45,MILANESA POLLO,3,1,106,0.59,175.0,103.25,103.25
44,PECHUGA SIN HUESO,3,2,105,0.84,175.0,147.0,147.0
18,PEINECILLO,1,1,106,0.94,195.0,183.3,183.3
18,PEINECILLO,1,1,106,0.94,195.0,183.3,183.3
76,CHICHARRON,2,2,104,0.17,295.0,50.15,50.15
1177,MILANESA EMPANIZADA,3,2,104,0.27,138.0,37.26,37.26
42,PECHUGA CON HUESO,3,2,104,0.66,138.0,91.08,91.08
68,LOMO,2,2,105,0.61,119.0,72.59,72.59
3,BISTEC RES,1,1,106,1.09,192.0,209.28,209.28
45,MILANESA POLLO,3,1,106,0.59,175.0,103.25,103.25
69,CHULETA AHUMADA,2,2,104,0.31,127.0,39.37,39.37
43,PIERNA Y MUSLO,3,3,102,2.0,60.0,120.0,120.0
54,TENDER,3,2,104,0.54,158.0,85.32,85.32
4,MOLIDA ESP,1,1,104,0.25,192.0,48.0,48.0
3,BISTEC RES,1,1,104,0.75,192.0,144.0,144.0
28,BISTEC REBANADO,1,1,101,0.37,135.0,49.95,49.95
76,CHICHARRON,2,3,102,0.17,295.0,50.15,50.15
28,BISTEC REBANADO,1,1,106,0.37,135.0,49.95,49.95
